date,batter_id,barrel_pct,exit_velo,hr_fb_pct,iso,xwoba_contact,pull_fb_pct,recent_hr_14d,recent_barrel_pct_14d,ev_trend_14d,pitcher_hr_per_9,pitcher_era,pitcher_hh_pct,pitcher_k_per_9,pitcher_fb_pct_allowed,woba_vs_hand,archetype_similarity,vegas_team_total_pct,platoon_advantage,hr_park_factor,temperature_f,wind_mph,wind_direction_deg,humidity_pct,is_dome,batting_order,fetched_at,source,bats,throws,weather_source,barrel_pct_source,vegas_team_total_raw,lineup_source,pitcher_recent_hr9_21d,pitcher_recent_starts_21d,recent_hr_10g,recent_iso_30g,recent_avg_30g,recent_window_days,ev_trend,pitcher_recent_era_21d,pitcher_recent_k9_21d,season_hr,recent_barrel_real_14d,recent_xwoba_contact_14d,recent_iso_14d,recent_barrel_real_21d,recent_xwoba_contact_21d,recent_iso_21d,recent_barrel_real_28d,recent_xwoba_contact_28d,recent_iso_28d,fb_slg,fb_pa,br_slg,br_pa,os_slg,os_pa,form_archetype_centroid_json,form_archetype_window,form_archetype_n_hrs,park_archetype_centroid_json,park_archetype_n_hrs,slate_park_pct,slate_weather_pct,slate_pitcher_vulnerability_pct
2026-07-13,663929,11.5,89.2,15.8,0.235,,,,,,1.0,3.35,32.0,8.5,,0.38,,,0,110.0,75.34751636007066,3.8610916757272307,7,74.05100114526783,0,1,2026-07-13 15:47:27,live,L,L,,,,,,,0.48774929978980763,0.22421403933334644,0.2816702764902539,38,,,,40,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,955754,7.3,84.0,11.8,0.181,,,,,,1.2,3.65,34.0,9.2,,0.345,,,1,103.0,75.17825333014349,2.112523890100505,39,80.44929946265002,0,4,2026-07-13 15:47:27,live,L,R,,,,,,,0.5068020000046365,0.15903157823534392,0.2462760982512867,38,,,,30,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,884215,9.4,86.8,13.9,0.209,,,,,,1.4,4.0,36.0,9.8,,0.344,,,0,90.0,72.0,0.0,0,50.0,1,1,2026-07-13 15:47:27,live,R,R,,,,,,,1.1907462599951,0.21526334480986253,0.2565415528858276,38,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,615359,8.1,85.0,12.7,0.192,,,,,,1.0,3.35,32.0,8.5,,0.365,,,0,110.0,75.34751636007066,3.8610916757272307,7,74.05100114526783,0,5,2026-07-13 15:47:27,live,L,L,,,,,,,1.1436033718682672,0.16613500652923704,0.260024370585002,38,,,,32,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,104166,7.7,84.5,12.3,0.187,,,,,,1.0,3.3,32.0,9.0,,0.355,,,1,90.0,72.0,0.0,0,50.0,1,1,2026-07-13 15:47:27,live,S,R,,,,,,,0.8811357532151519,0.14173083927578478,0.24496406717298028,38,,,,31,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,929030,5.9,82.3,10.3,0.163,,,,,,1.3,3.75,35.0,9.5,,0.345,,,0,100.0,80.31310707292391,11.144675483628006,215,57.432474458367814,0,1,2026-07-13 15:47:27,live,R,R,,,,,,,1.1994690947678057,0.14961142220878051,0.2814302979521375,38,,,,26,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,583223,9.9,87.5,14.4,0.216,,,,,,0.6,2.6,28.0,8.8,,0.34,,,1,104.0,72.0,0.0,0,50.0,1,3,2026-07-13 15:47:27,live,R,L,,,,,,,1.2793930448813402,0.20748069640499872,0.28807280370978505,38,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,667536,10.9,88.6,15.4,0.229,,,,,,0.7,2.7,29.0,10.5,,0.368,,,0,95.0,75.3212069437355,9.281304861363697,181,48.02689856359629,0,3,2026-07-13 15:47:27,live,L,L,,,,,,,1.2935556746064183,0.22943318427463627,0.29453080396464437,38,,,,39,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,491817,10.4,88.1,14.9,0.223,,,,,,1.1,3.55,33.0,9.5,,0.352,,,0,104.0,72.0,0.0,0,50.0,1,2,2026-07-13 15:47:27,live,R,R,,,,,,,0.0,0.20591540766501806,0.2613193473542324,38,,,,38,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,205644,5.5,81.8,9.9,0.158,,,,,,1.2,3.6,34.0,10.5,,0.335,,,1,95.0,75.3212069437355,9.281304861363697,181,48.02689856359629,0,3,2026-07-13 15:47:27,live,R,L,,,,,,,0.6379843890121123,0.1094294785618549,0.2466114786103404,38,,,,25,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,367481,6.5,83.0,10.9,0.17,,,,,,1.2,3.65,34.0,9.2,,0.355,,,0,103.0,75.17825333014349,2.112523890100505,39,80.44929946265002,0,5,2026-07-13 15:47:27,live,R,R,,,,,,,1.5109153244977294,0.11299596684217686,0.24431090585577883,38,,,,28,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,343598,7.1,83.7,11.5,0.178,,,,,,0.6,2.6,28.0,8.8,,0.335,,,1,104.0,72.0,0.0,0,50.0,1,3,2026-07-13 15:47:27,live,R,L,,,,,,,1.8153355868741672,0.17825275010371197,0.23099852302662516,38,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,755345,9.7,87.2,14.2,0.213,,,,,,0.7,2.7,29.0,10.5,,0.352,,,0,103.0,75.17825333014349,2.112523890100505,39,80.44929946265002,0,3,2026-07-13 15:47:27,live,L,L,,,,,,,0.8884115921230193,0.20724338363861777,0.22158582258664858,38,,,,37,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,565372,7.9,84.8,12.5,0.189,,,,,,1.3,3.75,35.0,9.5,,0.32,,,0,100.0,80.31310707292391,11.144675483628006,215,57.432474458367814,0,4,2026-07-13 15:47:27,live,R,R,,,,,,,0.7778484673472071,0.18585427293540355,0.25535956688993744,38,,,,32,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,311366,9.2,86.5,13.7,0.207,,,,,,1.0,3.35,32.0,8.5,,0.338,,,0,97.0,60.40257592858212,11.059684859868531,67,34.060239616256666,0,4,2026-07-13 15:47:27,live,L,L,,,,,,,1.942684227483412,0.1996193487696839,0.2753568538089791,38,,,,36,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,181127,11.2,89.1,15.7,0.233,,,,,,0.6,2.6,28.0,8.8,,0.375,,,0,104.0,52.37944003886333,12.448710257469308,347,64.04716753215322,0,1,2026-07-13 15:47:27,live,L,L,,,,,,,0.5078203706156768,0.20998095685465665,0.22880955203290826,38,,,,40,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,746307,3.3,78.8,7.5,0.128,,,,,,1.0,3.35,32.0,8.5,,0.345,,,1,110.0,75.34751636007066,3.8610916757272307,7,74.05100114526783,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,1.003918397767646,0.15311292538846044,0.2862836145407056,38,,,,19,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,410903,8.9,86.2,13.5,0.204,,,,,,1.0,3.3,32.0,9.0,,0.334,,,0,90.0,72.0,0.0,0,50.0,1,4,2026-07-13 15:47:27,live,R,R,,,,,,,0.40406082218561024,0.24117031764021474,0.26752217960314123,38,,,,35,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,394105,5.3,81.5,9.7,0.155,,,,,,0.7,2.7,29.0,10.5,,0.332,,,1,103.0,75.17825333014349,2.112523890100505,39,80.44929946265002,0,1,2026-07-13 15:47:27,live,R,L,,,,,,,1.2350009910175284,0.13893190948640163,0.27806956628008644,38,,,,25,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,109235,8.3,85.3,12.9,0.195,,,,,,0.7,2.7,29.0,10.5,,0.325,,,1,103.0,75.17825333014349,2.112523890100505,39,80.44929946265002,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.5788376160138958,0.17489234949694688,0.28103226754805766,38,,,,33,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,555459,5.7,82.0,10.1,0.16,,,,,,0.6,2.6,28.0,8.8,,0.34,,,1,104.0,52.37944003886333,12.448710257469308,347,64.04716753215322,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,1.1745086673031595,0.14142075510279378,0.2565199416693247,38,,,,26,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,772298,6.9,83.5,11.3,0.176,,,,,,0.6,2.6,28.0,8.8,,0.342,,,1,104.0,72.0,0.0,0,50.0,1,2,2026-07-13 15:47:27,live,R,L,,,,,,,0.0,0.14482092362781812,0.2714504602744349,38,,,,29,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,210001,5.0,81.0,9.3,0.15,,,,,,1.0,3.35,32.0,8.5,,0.365,,,1,97.0,60.40257592858212,11.059684859868531,67,34.060239616256666,0,1,2026-07-13 15:47:27,live,R,L,,,,,,,0.37070250165629004,0.07628081133040912,0.2047429081373279,38,,,,24,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,124414,3.5,79.1,7.7,0.131,,,,,,1.1,3.55,33.0,9.5,,0.322,,,1,107.0,74.50001771915693,8.03142147919634,182,82.6858265311131,0,3,2026-07-13 15:47:27,live,L,R,,,,,,,0.22755330144842512,0.14689855370566088,0.26551758506117396,38,,,,20,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,305477,3.7,79.3,7.9,0.133,,,,,,1.2,3.65,34.0,9.2,,0.318,,,1,103.0,75.17825333014349,2.112523890100505,39,80.44929946265002,0,3,2026-07-13 15:47:27,live,L,R,,,,,,,0.417131557277873,0.12325134714674309,0.2902784008222943,38,,,,20,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,68235,8.7,85.9,13.3,0.201,,,,,,0.8,2.9,30.0,9.5,,0.33,,,0,98.0,69.27433302938199,0.0,190,68.9394531108918,0,6,2026-07-13 15:47:27,live,R,R,,,,,,,0.25138499978265827,0.1604532690335086,0.3146904108483589,38,,,,34,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,698369,4.6,80.5,8.9,0.145,,,,,,0.6,2.6,28.0,8.8,,0.358,,,1,104.0,52.37944003886333,12.448710257469308,347,64.04716753215322,0,4,2026-07-13 15:47:27,live,S,L,,,,,,,0.009188806790776605,0.14434414053702344,0.2739200151700586,38,,,,23,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,676103,3.3,78.8,6.1,0.142,,,,,,1.5,4.3,37.0,6.5,,0.31,,,1,103.0,86.93457679872498,10.397283569396588,338,71.5636151963081,0,6,2026-07-13 15:47:27,live,L,R,,,,,,,1.007142901994503,0.15125645242887048,0.2168835100350835,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,340211,4.8,80.8,9.1,0.148,,,,,,0.7,2.8,29.0,8.0,,0.33,,,1,100.0,80.31310707292391,11.144675483628006,215,57.432474458367814,0,4,2026-07-13 15:47:27,live,S,L,,,,,,,0.6102268997724923,0.12709389339038255,0.27138494599207746,38,,,,23,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,695573,3.9,79.6,8.1,0.136,,,,,,0.7,2.7,29.0,10.5,,0.328,,,1,95.0,75.3212069437355,9.281304861363697,181,48.02689856359629,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.7567057273812186,0.11563962888607397,0.25826251932404304,38,,,,21,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,240874,4.2,80.0,8.5,0.14,,,,,,1.0,3.3,32.0,9.0,,0.338,,,0,90.0,72.0,0.0,0,50.0,1,1,2026-07-13 15:47:27,live,R,R,,,,,,,0.8581044643799861,0.1572120219336329,0.21962079815597443,38,,,,22,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,843841,4.4,80.3,8.7,0.143,,,,,,1.0,3.3,32.0,9.0,,0.35,,,0,90.0,72.0,0.0,0,50.0,1,5,2026-07-13 15:47:27,live,R,R,,,,,,,0.0,0.15388245821974872,0.2663557921769136,38,,,,22,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,654132,4.5,81.0,8.0,0.165,,,,,,1.5,4.2,37.0,10.0,,0.325,,,1,102.0,67.1721982524038,5.5338936776962075,300,36.32567276281653,0,2,2026-07-13 15:47:27,live,S,L,,,,,,,0.0,0.14028171720679172,0.27728876542742925,38,,,,17,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,859683,3.2,78.6,7.3,0.126,,,,,,1.1,3.55,33.0,9.5,,0.31,,,0,107.0,74.50001771915693,8.03142147919634,182,82.6858265311131,0,2,2026-07-13 15:47:27,live,R,R,,,,,,,1.4598129292130055,0.13667872158768093,0.21401475417336246,38,,,,19,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,420822,3.1,79.2,6.6,0.147,,,,,,1.0,3.35,32.0,8.5,,0.328,,,1,105.0,72.0,0.0,0,50.0,1,1,2026-07-13 15:47:27,live,R,L,,,,,,,1.626623344100576,0.1253184464529423,0.22512787397130124,38,,,,16,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,177679,3.7,80.0,7.2,0.155,,,,,,0.7,2.8,29.0,8.0,,0.34,,,1,95.0,61.748710148391034,6.275627467445711,56,71.43487240836814,0,5,2026-07-13 15:47:27,live,R,L,,,,,,,1.9611625925892828,0.1564373656062243,0.24158409586804994,38,,,,16,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,32330,4.0,79.8,8.3,0.138,,,,,,0.7,2.7,29.0,10.5,,0.315,,,1,103.0,75.17825333014349,2.112523890100505,39,80.44929946265002,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.8307436078381758,0.12665831680801343,0.2273662415278213,38,,,,21,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,657354,4.8,80.5,7.5,0.163,,,,,,1.6,4.6,38.0,10.5,,0.31,,,0,97.0,70.59127577522746,7.425107460085029,222,26.461018882582902,0,1,2026-07-13 15:47:27,live,L,L,,,,,,,1.0108851249494613,0.18158683260943562,0.270918032949958,38,,,,15,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,823462,5.2,81.3,9.5,0.153,,,,,,0.8,2.9,30.0,9.5,,0.348,,,0,98.0,69.27433302938199,0.0,190,68.9394531108918,0,1,2026-07-13 15:47:27,live,R,R,,,,,,,0.031296394144007866,0.12272407332484672,0.2799396512529516,38,,,,24,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,226551,2.7,78.0,6.7,0.12,,,,,,1.1,3.55,33.0,9.5,,0.315,,,0,104.0,72.0,0.0,0,50.0,1,5,2026-07-13 15:47:27,live,R,R,,,,,,,0.4298885552005912,0.13727479297742026,0.2306744214874995,38,,,,18,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,499331,2.9,78.2,6.9,0.122,,,,,,0.6,2.6,28.0,8.8,,0.328,,,1,104.0,72.0,0.0,0,50.0,1,4,2026-07-13 15:47:27,live,S,L,,,,,,,0.29181882027055117,0.05475188052509802,0.22049989435714912,38,,,,18,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,310196,1.8,77.5,5.3,0.13,,,,,,1.2,3.6,34.0,10.5,,0.32,,,1,107.0,64.26673423375995,0.0,351,78.30917753322406,0,3,2026-07-13 15:47:27,live,S,L,,,,,,,0.8627873757188183,0.0979798503731576,0.2600267798658975,38,,,,14,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,810501,1.6,76.8,4.5,0.122,,,,,,1.1,3.5,33.0,10.8,,0.305,,,1,104.0,72.0,0.0,0,50.0,1,2,2026-07-13 15:47:27,live,R,L,,,,,,,1.463522636248722,0.1383120642445695,0.3109598997735772,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,858817,1.0,76.3,4.3,0.118,,,,,,1.0,3.4,32.0,9.0,,0.34,,,1,108.0,70.13014241234558,5.1150156065650325,101,57.8551182317086,0,3,2026-07-13 15:47:27,live,S,R,,,,,,,0.0,0.0746890577381012,0.3052053463884297,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,577678,2.2,77.5,5.1,0.13,,,,,,1.1,3.5,33.0,10.8,,0.315,,,1,104.0,72.0,0.0,0,50.0,1,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.06912379209793079,0.14918687434528635,0.20788338317574534,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,960790,2.0,77.8,5.5,0.132,,,,,,1.0,3.35,32.0,8.5,,0.345,,,0,105.0,72.0,0.0,0,50.0,1,4,2026-07-13 15:47:27,live,L,L,,,,,,,0.5490510110363022,0.15970505021294232,0.20239815934778277,38,,,,14,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,632337,4.3,80.8,7.8,0.162,,,,,,1.4,4.1,36.0,7.8,,0.32,,,1,93.0,72.0,0.0,0,50.0,1,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.0,0.09334041308379865,0.21554529452703935,38,,,,17,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,646083,2.9,79.0,6.4,0.145,,,,,,1.6,4.6,38.0,10.5,,0.332,,,0,97.0,70.59127577522746,7.425107460085029,222,26.461018882582902,0,5,2026-07-13 15:47:27,live,L,L,,,,,,,0.0,0.07326892241183339,0.2484588037439877,38,,,,15,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,563798,3.0,78.4,7.1,0.124,,,,,,0.6,2.6,28.0,8.8,,0.325,,,1,104.0,52.37944003886333,12.448710257469308,347,64.04716753215322,0,3,2026-07-13 15:47:27,live,R,L,,,,,,,0.0,0.07692215328908411,0.2772941494375684,38,,,,18,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,138497,3.3,79.5,6.8,0.15,,,,,,0.7,2.8,29.0,8.0,,0.335,,,1,101.0,65.14304354023507,5.264297223439641,200,23.952748215856925,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.0,0.17081884883143322,0.23653406665863738,38,,,,16,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,400562,1.1,76.1,4.0,0.116,,,,,,1.1,3.45,33.0,9.3,,0.308,,,1,105.0,72.0,0.0,0,50.0,1,1,2026-07-13 15:47:27,live,S,R,,,,,,,0.9113690088508735,0.11795461365191366,0.21320100926663263,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,597709,3.4,78.8,6.0,0.145,,,,,,1.1,3.5,33.0,10.8,,0.335,,,0,97.0,70.59127577522746,7.425107460085029,222,26.461018882582902,0,5,2026-07-13 15:47:27,live,L,L,,,,,,,0.7250897998991905,0.14220950360484752,0.22738893746067607,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,444928,1.7,77.3,5.1,0.128,,,,,,0.7,2.8,29.0,8.0,,0.335,,,1,108.0,63.25723218014379,10.38155303779399,185,67.39232470894254,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.10507637160993971,0.10951813304156362,0.2554271878791278,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,679269,3.0,78.5,5.9,0.14,,,,,,0.7,2.8,29.0,8.0,,0.35,,,1,95.0,61.748710148391034,6.275627467445711,56,71.43487240836814,0,3,2026-07-13 15:47:27,live,S,L,,,,,,,0.6005961826764146,0.05,0.2546219226534523,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,813128,5.3,81.2,8.5,0.175,,,,,,1.0,3.35,32.0,8.5,,0.315,,,1,95.0,61.748710148391034,6.275627467445711,56,71.43487240836814,0,5,2026-07-13 15:47:27,live,R,L,,,,,,,0.3126768491968194,0.14149832097873344,0.1914421202416455,38,,,,16,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,193222,3.5,79.7,7.0,0.152,,,,,,1.2,3.65,34.0,9.2,,0.322,,,0,102.0,67.1721982524038,5.5338936776962075,300,36.32567276281653,0,2,2026-07-13 15:47:27,live,R,R,,,,,,,0.43393585303760973,0.1353468620473245,0.21349534563650474,38,,,,16,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,121818,4.5,80.0,7.0,0.158,,,,,,1.1,3.5,33.0,10.8,,0.305,,,1,97.0,70.59127577522746,7.425107460085029,222,26.461018882582902,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.96174937375556,0.10569227848840951,0.2439990452558255,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,780256,1.8,76.2,4.3,0.112,,,,,,1.0,3.35,32.0,8.5,,0.31,,,1,105.0,70.25737903761441,4.227563639749707,134,47.977933903234515,0,4,2026-07-13 15:47:27,live,R,L,,,,,,,0.27184712464152144,0.11036558018752461,0.2502956116782129,38,,,,12,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,371473,5.0,80.8,7.8,0.168,,,,,,1.1,3.45,33.0,9.3,,0.305,,,0,105.0,72.0,0.0,0,50.0,1,4,2026-07-13 15:47:27,live,R,R,,,,,,,1.4538583482087,0.15386108171533117,0.24500657663342879,38,,,,15,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,783632,2.5,78.5,6.0,0.14,,,,,,1.0,3.35,32.0,8.5,,0.345,,,0,95.0,61.748710148391034,6.275627467445711,56,71.43487240836814,0,3,2026-07-13 15:47:27,live,L,L,,,,,,,1.0629945168197295,0.11946866236673209,0.2641384358108874,38,,,,14,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,210869,2.6,78.0,5.5,0.135,,,,,,1.2,3.65,34.0,9.2,,0.315,,,0,102.0,67.1721982524038,5.5338936776962075,300,36.32567276281653,0,1,2026-07-13 15:47:27,live,R,R,,,,,,,0.0,0.16378141915845537,0.24481658707171688,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,155408,2.3,78.3,5.8,0.137,,,,,,0.6,2.6,28.0,8.8,,0.355,,,0,103.0,66.63172630500124,10.789431490530394,79,71.38248219319692,0,4,2026-07-13 15:47:27,live,L,L,,,,,,,0.0,0.1634666918899,0.2592341335720265,38,,,,14,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,270277,3.2,78.5,5.8,0.142,,,,,,1.2,3.6,34.0,10.5,,0.295,,,1,107.0,64.26673423375995,0.0,351,78.30917753322406,0,1,2026-07-13 15:47:27,live,R,L,,,,,,,0.4149689699201777,0.1118226038998207,0.26834371788972033,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,212546,2.8,78.2,5.6,0.138,,,,,,1.2,3.6,34.0,10.5,,0.3,,,0,107.0,64.26673423375995,0.0,351,78.30917753322406,0,4,2026-07-13 15:47:27,live,L,L,,,,,,,0.0,0.17358947625530854,0.27240120156585,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,466541,3.5,79.0,6.3,0.145,,,,,,1.1,3.5,33.0,10.8,,0.318,,,0,104.0,72.0,0.0,0,50.0,1,1,2026-07-13 15:47:27,live,L,L,,,,,,,0.8190480493437566,0.13752891122611,0.22449561092380987,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
2026-07-13,574679,2.8,78.2,5.7,0.138,,,,,,0.9,3.15,31.0,10.0,,0.345,,,0,101.0,65.14304354023507,5.264297223439641,200,23.952748215856925,0,6,2026-07-13 15:47:27,live,L,L,,,,,,,0.0,0.09708442334320944,0.24141517287872272,38,,,,13,,,,,,,,,,,,,,,,,,,,,,,
